Rank,NCT Number,Title,Acronym,Status,Conditions.1,Conditions.2,Conditions.3,Conditions.4,Conditions.5,Conditions.6,Conditions.7,Interventions,Sponsor/Collaborators,Gender,Age,Enrollment,Funded Bys,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Last Update Posted,Locations.1,Country,Generalized Condition,Has Chronic Condition,Condition Count,Total Days Taken
50.0,NCT04356560,COVID-19 Surveillance of Patients and Healthcare Workers in a Hospital Department,,Enrolling by invitation,COVID-19,,,,,,,"Diagnostic Test: COVID-19 test, polymerase chain reaction for SARS-CoV-2","Rigshospitalet, Denmark",All,"Child, Adult, Older Adult",300.0,Other,Observational,2020-03-23,30/09/20,2020-12-31,22/04/20,24/04/20,"Rigshospitalet University Hospital of Copenhagen, Copenhagen",Denmark,Respiratory Diseases,1,1,283.0
51.0,NCT04598620,Non-invasive Prognostication of COVID-19 Patients by Use of Biomarkers in Exhaled Breath Condensate,VTE-COVID-19,Recruiting,COVID-19,Corona Virus Infection,,,,,,,Inger Lise Gade|Aarhus University Hospital Skejby|Aalborg University Hospital,All,"18 Years and older   (Adult, Older Adult)",50.0,Other,Observational,2020-09-19,01/10/21,2021-01-10,22/10/20,30/10/20,"Aalborg Hospital, Aalborg",Denmark,Respiratory Diseases,1,2,113.0
52.0,NCT04386109,Neonatal Complications of Coronavirus Disease (COVID-19),,Recruiting,COVID-19,,,,,,,Other: No intervention - exposure is to COVID-19,"University of Oxford|Imperial College London|University of Leicester|University of Nottingham|University of Glasgow|University Hospital of Wales|Public Health England|St George's, University of London",All,up to 29 Days   (Child),500.0,Other,Observational,2020-01-04,31/03/21,2021-09-30,13/05/20,13/05/20,"Imperial College, London",United Kingdom,Respiratory Diseases,1,1,635.0
53.0,NCT04575168,Clinical Study Spartan COVID-19 V2 System,,Recruiting,COVID-19,,,,,,,Diagnostic Test: Spartan COVID-19 Test,Spartan Bioscience Inc.|Beaufort,All,"18 Years and older   (Adult, Older Adult)",100.0,Industry|Other,Observational,2020-10-30,01/11/20,2020-01-11,05/10/20,13/11/20,"Wake Research Mt. Vernon, Sandy Springs, Georgia, United States|Clinical Chemistry Research Lab, University of Maryand-Baltimore, Baltimore, Maryland, United States|Wake Research ClinSearch, Chattanooga, Tennessee",United States,Respiratory Diseases,1,1,-293.0
54.0,NCT04437940,Evaluation of Vaginal Fluid for Covid-19 Positivity in Women With Positive Nasofarengeal Covid-19 Test,,Completed,COVID-19,Sars-CoV2,,,,,,Diagnostic Test: Vaginal fluid Covid-19 PCR test,Acibadem University,Female,"18 Years to 70 Years   (Adult, Older Adult)",38.0,Other,Observational,2020-06-15,10/07/20,2020-11-30,18/06/20,12/01/21,"Acibadem Maslak Hospital, Istanbul",Turkey,Respiratory Diseases,1,2,168.0
55.0,NCT04508075,"Efficacy, Safety and Immunogenicity Study of SARS-CoV-2 Inactivated Vaccine",COVID-19,"Active, not recruiting",SARS-CoV2 Infection,,,,,,,Biological: SARS-CoV-2 vaccine (inactivated)|Biological: Placebo,"PT Bio Farma|Faculty of Medicine Universitas Padjadjaran|National Intitute of Health Research and Development, Ministry of Health Republic of Indonesia|Sinovac Life Sciences Co., Ltd.",All,18 Years to 59 Years   (Adult),1620.0,Industry|Other,Interventional,2020-10-08,09/01/21,2021-01-09,11/08/20,10/03/21,"Hasan Sadikin Hospital/School of Medicine, Padjadjaran University, Bandung, West Java",Indonesia,Respiratory Diseases,1,1,93.0
56.0,NCT04628208,Clinical Study Spartan COVID-19 V2 System (Canada Alternate),,Recruiting,COVID-19,,,,,,,Diagnostic Test: Spartan COVID-19 v2 System,Spartan Bioscience Inc.,All,"18 Years and older   (Adult, Older Adult)",60.0,Industry,Observational,2020-11-17,01/01/21,2021-01-01,13/11/20,02/12/20,"The Ottawa hospital, Ottawa, Ontario",Canada,Respiratory Diseases,1,1,45.0
57.0,NCT04750330,Mitochondrial DNA and Nuclear SNPs to Predict Severity of COVID-19 Infection,mtDNA-COVID,Not yet recruiting,COVID-19,,,,,,,,Maastricht University|Innovative Medicines Initiative,All,"18 Years and older   (Adult, Older Adult)",600.0,Other,Observational,2021-01-04,31/03/22,2022-03-31,11/02/21,11/02/21,,,Respiratory Diseases,1,1,451.0
58.0,NCT04602949,Detection of COVID-19 Using Breath Analysis - Validation Study,COVID-19,Recruiting,COVID-19,,,,,,,Diagnostic Test: Breath Biopsy Analysis,Scentech Medical Technologies Ltd,All,"18 Years to 75 Years   (Adult, Older Adult)",4000.0,Industry,Interventional,2020-12-11,28/07/21,2021-07-28,26/10/20,14/04/21,"Shamir Medical Center, Be'er Ya'aqov",Israel,Respiratory Diseases,1,1,229.0
59.0,NCT04376398,Survey: COVID-19 Patients Managed in the Operating Theatre of Belgian Hospitals,COVID,Completed,COVID-19,,,,,,,,Cliniques universitaires Saint-Luc- Université Catholique de Louvain|Society for Anesthesia and Resuscitation of Belgium,All,"up to 100 Years   (Child, Adult, Older Adult)",200.0,Other,Observational,2020-06-04,30/06/20,2020-08-30,06/05/20,03/11/20,"Cliniques Universitaires Saint Luc, Brussels",Belgium,Respiratory Diseases,1,1,87.0
60.0,NCT04563247,Seroprevalence of SARS-CoV-2 in Asymptomatic Frontline COVID-19 HCWs,,Completed,COVID-19,,,,,,,Diagnostic Test: IgG SARS CoV 2 antibodies,Lahore General Hospital,All,20 Years to 60 Years   (Adult),970.0,Other,Observational,2020-01-07,08/02/21,2021-08-02,24/09/20,18/02/21,"Lahore General Hospital, Lahore, Punjab",Pakistan,Respiratory Diseases,1,1,573.0
61.0,NCT04379310,Evaluation of Clinical Parameters on Admission and Medications in Covid-19 Pneumonia (Corona Virus Disease 2019),Covid-19,Completed,COVID-19,,,,,,,Drug: ACE Inhibitors and Calcium Channel Blockers,Nisantasi University,All,"18 Years to 99 Years   (Adult, Older Adult)",54.0,Other,Observational,2020-01-05,05/05/20,2020-08-05,07/05/20,05/06/20,"Vital Hospital, Bahcelievler, Istanbul",Turkey,Respiratory Diseases,1,1,213.0
62.0,NCT04682132,Polk COVID-19 and Flu Response,PCFR,"Active, not recruiting",COVID-19,,,,,,,"Diagnostic Test: COVID-19 antigen and antibody tests, and influenza rapid test",Polk County Fire Rescue,All,"18 Years and older   (Adult, Older Adult)",686.0,Other,Observational,2020-05-26,31/12/20,2021-01-01,23/12/20,23/12/20,"Polk County Fire Rescue, Bartow, Florida",United States,Respiratory Diseases,1,1,220.0
63.0,NCT04390074,COVID-19 in the Swedish ICU-cohort: Risk Factors of Critical Care Admission and Intensive Care Mortality,,Completed,COVID-19,Critical Illness,,,,,,Other: COVID-19 and Intensive Care,"Uppsala University|Center for Clinical Research Dalarna, Sweden",All,"18 Years and older   (Adult, Older Adult)",9905.0,Other,Observational,2020-05-27,04/06/20,2020-04-06,15/05/20,25/08/20,"Björn Ahlström, Falun",Sweden,"Cardiovascular Diseases, Respiratory Diseases",1,2,-51.0
64.0,NCT04353206,Convalescent Plasma in ICU Patients With COVID-19-induced Respiratory Failure,,Recruiting,COVID-19,Sars-CoV2,,,,,,Biological: Multiple Doses of Anti-SARS-CoV-2 convalescent plasma,Noah Merin|Johns Hopkins University|Cedars-Sinai Medical Center,All,"18 Years and older   (Adult, Older Adult)",60.0,Other,Interventional,2020-06-27,01/05/21,2021-01-05,20/04/20,15/07/20,"8700 Beverly Blvd., Los Angeles, California, United States|Johns Hopkins University, Baltimore, Maryland",United States,Respiratory Diseases,1,2,192.0
65.0,NCT04460274,Forecast Number of Covid-19 Cases Worldwide,Covid19TmeSer,Completed,COVID-19,,,,,,,Other: Model Building|Other: Model validation,Turkish Ministry of Health Izmir Teaching Hospital,All,"Child, Adult, Older Adult",7882471.0,Other,Observational,2019-12-31,15/06/20,2020-06-20,07/07/20,08/07/20,"Republic of Turkey, Health Sciences University, Izmir Bozyaka Education and Training Hospital, İzmir",Turkey,Respiratory Diseases,1,1,172.0
66.0,NCT04366271,Clinical Trial of Allogeneic Mesenchymal Cells From Umbilical Cord Tissue in Patients With COVID-19,MESCEL-COVID19,Recruiting,COVID-19,,,,,,,Biological: Mesenchymal cells|Drug: Standard of care,"Hospital Infantil Universitario Niño Jesús, Madrid, Spain|Apices Soluciones S.L.",All,"40 Years to 80 Years   (Adult, Older Adult)",106.0,Other|Industry,Interventional,2020-07-05,31/07/20,2021-05-31,28/04/20,11/05/20,"Hospital Universitario de Getafe, Getafe, Madrid, Spain|Hospital Universitario de Cruces, Barakaldo, Spain|Hospital Universitario de La Princesa, Madrid, Spain|Hospital Infantil Universitario Niño Jesus, Madrid, Spain|Hospital Ramón Y Cajal, Madrid, Spain|Complejo Universitario La Paz, Madrid",Spain,Respiratory Diseases,1,1,330.0
67.0,NCT04345679,Anti COVID-19 Convalescent Plasma Therapy,,Recruiting,COVID-19,,,,,,,Biological: anti-SARS-CoV-2 convalescent plasma,Orthosera Kft.|Semmelweis University|University of Pecs|Hungarian National Blood Service|Humán Bioplazma Kft - Kedrion,All,"18 Years and older   (Adult, Older Adult)",20.0,Other,Interventional,2020-04-14,01/06/21,2021-01-09,14/04/20,25/02/21,"Semmelweis University's Department of Pulmonology, Budapest",Hungary,Respiratory Diseases,1,1,270.0
68.0,NCT04668404,Study of Coagulation Profile and Role of Heparin Like Effect in Patients With COVID-19,COVID-19,Recruiting,COVID-19,Hypercoagulable States Nec,,,,,,Diagnostic Test: Sonoclot,Postgraduate Institute of Medical Education and Research,All,"18 Years to 80 Years   (Adult, Older Adult)",50.0,Other,Observational,2020-08-24,01/01/21,2021-01-02,16/12/20,16/12/20,"PGIMER, Chandigarh",India,Respiratory Diseases,1,2,131.0
69.0,NCT04355715,Combination of Chest Scanography and Nasal Viral Detection Test to Detect COVID-19 Positive Patients Before Surgical Intervention in a University Hospital During Coronavirus Pandemia,COVID-Scan,Completed,COVID-19,SARS-Cov-2,,,,,,,"University Hospital, Montpellier",All,"18 Years to 99 Years   (Adult, Older Adult)",200.0,Other,Observational,2019-01-04,01/10/20,2020-10-20,21/04/20,29/12/20,"Uh Montpellier, Montpellier",France,Respiratory Diseases,1,2,655.0
70.0,NCT04339322,Characteristics and Outcome of Coronavirus Disease 2019 (COVID-19) in Egypt,COVID-19,Not yet recruiting,Characteristics Diseases,"Outcome, Fatal",,,,,,Other: Follow up,Assiut University,All,"Child, Adult, Older Adult",200.0,Other,Observational,2020-01-05,30/07/20,2020-07-30,09/04/20,09/04/20,,,Others,0,2,207.0
71.0,NCT04674644,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,,Completed,COVID-19,,,,,,,Behavioral: The psychosocial effects of COVID-19 pandemic on dental professionals,Suleyman Demirel University,All,"23 Years and older   (Adult, Older Adult)",850.0,Other,Interventional,2020-10-16,23/10/20,2020-10-23,19/12/20,02/02/21,"Suleyman Demirel University Faculty of Dentistry Pediatric Dentistry Department, Isparta",Turkey,Respiratory Diseases,1,1,7.0
72.0,NCT04453748,"The Assessment of the Prevalence, Clinical Course and Treatment of COVID-19 Complications",,Enrolling by invitation,COVID-19,Coronavirus Infection,Sars-CoV2,Complications,,,,Other: Complex diagnostic panel,Silesian Centre for Heart Diseases|Medical Research Agency - Agencja Badań Medycznych|Medical University of Silesia,All,"18 Years to 120 Years   (Adult, Older Adult)",200.0,Other,Observational,2020-08-06,31/10/21,2021-11-30,01/07/20,30/09/20,"Silesian Centre for Heart Disease, Zabrze, Silesia",Poland,Respiratory Diseases,1,4,481.0
73.0,NCT04811391,COVID-19 Vaccine Effectiveness in Albanian Health Workers,COVEAL,Recruiting,COVID-19,,,,,,,Biological: COVID-19 vaccine,"Institute of Public Health, Albania|World Health Organization|Centers for Disease Control and Prevention|Southeast Europe Center for Infectious Diseases Surveillance and Control|EPICONCEPT",All,"16 Years and older   (Child, Adult, Older Adult)",1500.0,Other|U.S. Fed,Observational,2021-02-19,20/05/22,2022-05-20,23/03/21,26/03/21,"Durres Regional Hospital, Durrës, Albania|Fier Regional Hospital, Fier, Albania|Tirana University Hospital  Mother Theresa, Tirana",Albania,Respiratory Diseases,1,1,455.0
74.0,NCT04381871,Potential Role of Gum Arabic as Immunomodulatory Agent Among COVID 19 Patients,GA&COVID19,Not yet recruiting,COVID-19,,,,,,,Dietary Supplement: Acacia Senegal|Dietary Supplement: Pectin,Al-Neelain University|University of Khartoum,All,"5 Years to 90 Years   (Child, Adult, Older Adult)",110.0,Other,Interventional,2020-01-06,01/08/20,2020-01-09,11/05/20,12/05/20,"Omdurman Teaching Hospital, Khartoum, Omdurman, Sudan|Jabra Hospital,, Khartoum",Sudan,Respiratory Diseases,1,1,3.0
75.0,NCT04323787,Viral Infection and Respiratory Illness Universal Study[VIRUS]: COVID-19 Registry,COVID-19,Recruiting,Coronavirus,,,,,,,Other: observational,Mayo Clinic|Society of Critical Care Medicine|Boston University,All,"Child, Adult, Older Adult",50000.0,Other,Observational,2020-03-30,30/04/21,2021-04-30,27/03/20,11/08/20,"Mayo Clinic in Arizona, Scottsdale, Arizona, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States|Society of Critical Care Medicine (150+ sites), Chicago, Illinois, United States|Rahul Kashyap, Rochester, Minnesota",United States,Respiratory Diseases,1,1,396.0
76.0,NCT04510207,"A Study to Evaluate The Efficacy, Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccines (Vero Cell) in Healthy Population Aged 18 Years Old and Above",COVID-19,Recruiting,COVID-19,,,,,,,Biological: Inactivated SARS-CoV-2 Vaccine (Vero cell)|Biological: Placebo,"China National Biotec Group Company Limited|G42 Healthcare company|Abu Dhabi Health Services Company|Wuhan Institute of Biological Products Co., Ltd|Beijing Institute of Biological Products Co Ltd.",All,"18 Years and older   (Adult, Older Adult)",45000.0,Industry|Other,Interventional,2020-07-16,16/06/21,2021-09-16,12/08/20,05/04/21,"Bahrain International Exhibition & Convention Centre Affiliated to Salymynia Medical Complex S, Sanabis, Bahrain|Katameya Medical Center, Cairo, Egypt|Vacsera health Care facilities , MoH, Cairo, Egypt|Prince Hamza Hospital, Amman, Jordan|Sheikh Khalifa Medical City, SEHA, Abu Dhabi, United Arab Emirates|Al Qarain Primary Health Care Centre-MOHAP, Sharjah",United Arab Emirates,Respiratory Diseases,1,1,427.0
77.0,NCT04760990,A Study to Assess the Potential Impact of Disease Modifying Therapies on COVID-19 Outcomes and the Antibody Response Following an Infection With SARS-CoV-2 in Patients With Multiple Sclerosis Within the Swiss Multiple Sclerosis Cohort.,MS COVID-19,Recruiting,Multiple Sclerosis,COVID-19,,,,,,Other: data collection|Other: analysis of blood samples,"University Hospital, Basel, Switzerland|Swiss Multiple Sclerosis Society",All,"18 Years and older   (Adult, Older Adult)",1400.0,Other,Observational,2021-01-02,01/12/23,2023-01-12,18/02/21,02/03/21,"Kantonsspital Aarau, Aarau, Switzerland|University Hospital Basel, Department of Neurology and Department of Biomedicine, Basel, Switzerland|Inselspital Bern, Bern, Switzerland|Hôpitaux Universitaires Genève, Genève, Switzerland|Lausanne University Hospital (CHUV), Lausanne, Switzerland|Ospedale Regionale di Lugano, Lugano, Switzerland|Kantonsspital St. Gallen, St. Gallen",Switzerland,"Respiratory Diseases, Immunological Disorders",1,2,740.0
78.0,NCT04387929,Detection of Anti-COVID-19 Antibody Levels in an Hospital Population,,Recruiting,COVID-19,,,,,,,Diagnostic Test: Detection of anti-COVID-19 antibody level,Istituto Clinico Humanitas,All,"18 Years to 90 Years   (Adult, Older Adult)",6000.0,Other,Observational,2020-04-05,30/05/21,2021-05-30,14/05/20,15/05/20,"Humanitas Rozzano/San Pio X, Rozzano, Lombardia",Italy,Respiratory Diseases,1,1,420.0
79.0,NCT04330261,Clinical Characteristics and Outcomes of Pediatric COVID-19,PERN-COVID-19,Recruiting,COVID-19,COVID-19,Pediatric ALL,"Pneumonia, Viral",Pandemic Response,,,Other: Exposure (not intervention) - SARS-CoV-2 infection,University of Calgary,All,"up to 18 Years   (Child, Adult)",12500.0,Other,Observational,2020-03-18,17/03/21,2022-03-17,01/04/20,01/04/20,"University of Calgary/Alberta Children's Hospital, Calgary, Alberta",Canada,Respiratory Diseases,1,5,729.0
80.0,NCT04529460,Healthy Volunteer COVID-19 Antibody Testing Study,,Not yet recruiting,COVID-19,,,,,,,Diagnostic Test: COVID-19 antibody point of care test kit,Royal Free Hospital NHS Foundation Trust,All,"18 Years and older   (Adult, Older Adult)",200.0,Other,Observational,2020-01-09,29/01/21,2021-04-30,27/08/20,14/09/20,,,Respiratory Diseases,1,1,477.0
81.0,NCT04392323,Incidence of COVID-19 Test Conversion in Post-surgical Patients,,Recruiting,Sars-CoV2,,,,,,,Diagnostic Test: COVID-19 PCR and Serology,Northwell Health,All,"18 Years and older   (Adult, Older Adult)",500.0,Other,Interventional,2020-05-13,01/07/20,2020-07-31,18/05/20,18/05/20,"North Shore University Hospital, Manhasset, New York, United States|Long Island Jewish Medical Center, New Hyde Park, New York",United States,Respiratory Diseases,1,1,79.0
82.0,NCT04565522,Transmission of COVID-19 Virus Among Patients and Staff in Dialysis Centers,DIAL-COVID-19,Not yet recruiting,COVID-19,Dialysis,Nurse-Patient Relations,,,,,Other: Prospective observation,"Simeone Andrulli, MD|A. Manzoni Hospital",All,"18 Years and older   (Adult, Older Adult)",5000.0,Other,Observational,2020-09-21,30/09/21,2021-10-31,25/09/20,25/09/20,"AOU Mater Domini, Catanzaro",Italy,Respiratory Diseases,1,3,405.0
83.0,NCT04799392,NOWDx Test for the Detection of Antibodies to COVID-19 in Lay Persons,,Recruiting,COVID-19,COVID-19,Coronavirus,,,,,Device: NOWDx COVID-19 Test,"NOWDiagnostics, Inc.",All,"2 Years and older   (Child, Adult, Older Adult)",339.0,Industry,Interventional,2021-01-04,30/04/21,2021-04-30,16/03/21,05/04/21,"Goodrich Pharmacy, Anoka, Minnesota, United States|Bremo Pharmacy, Richmond, Virginia, United States|Kirk's Pharmacy, Eatonville, Washington",United States,Respiratory Diseases,1,3,116.0
84.0,NCT04816318,Policy Responses Against the COVID-19 Pandemic in Latin America,,Not yet recruiting,COVID-19,Infectious Disease,Death,SARS-CoV Infection,,,,Other: Social and public health measures against COVID-19|Other: Control,University of Chile,All,"Child, Adult, Older Adult",10000.0,Other,Observational,2021-03-22,31/05/21,2021-05-31,25/03/21,29/03/21,"Escuela de Salud Pública, Santiago, Región Metropolitana",Chile,Respiratory Diseases,1,4,70.0
85.0,NCT04690413,NOWDx Test for the Detection of Antibodies to COVID-19,,Completed,COVID-19,COVID-19,Coronavirus,,,,,Device: NOWDx COVID-19 Test,"NOWDiagnostics, Inc.",All,"18 Years and older   (Adult, Older Adult)",129.0,Industry,Interventional,2020-01-09,31/12/20,2020-12-31,30/12/20,03/03/21,"Del Sol Research Management, LLC, Tucson, Arizona, United States|Comprehensive Clinical Research, LLC, West Palm Beach, Florida, United States|Clinical Research Solutions, LLC, Jackson, Tennessee",United States,Respiratory Diseases,1,3,357.0
86.0,NCT04349202,Beaumont Health Large-scale Automated Serologic Testing for COVID-19,BLAST COVID-19,Recruiting,COVID-19,Coronavirus Infection,Severe Acute Respiratory Syndrome Coronavirus 2,,,,,Diagnostic Test: EUROIMMUN assay,William Beaumont Hospitals,All,"18 Years and older   (Adult, Older Adult)",56000.0,Other,Observational,2020-10-04,01/06/21,2021-01-06,16/04/20,25/08/20,"Beaumont Health System, Royal Oak, Michigan, United States|Beaumont Health, Royal Oak, Michigan",United States,Respiratory Diseases,1,3,94.0
